,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
512,BegusaraiWala,Jai Sri Ram,,1281,1285,224558,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
513,Suneel_,"Practicing Advocate & Legal Consultant.
Author of Books on Goods & Services Tax",Delhi,128,42,1663,0,"@timesofindia @gadgetsnow Wait for #ZomatoIPO listing. I don't know why, it is reminding me #reliancepower #IPO ...","['ZomatoIPO', 'reliancepower', 'IPO']"
514,rohan_yadav18,"👉Stock Treader || investor 🇮🇳
👍YouTuber (134k Subscribers)
👉Photographer || 📌
👉Paid Shoots & Colab📩
👉26-11🎂
👉 @imvkohli 🤟","Pune, India",75,30,206,4,"Performance Table of the IPO listed in 2021 as of July 16 

🆁🅴🆃🆆🅴🅴🆃 For Maximum Awareness!!

IPO Gems 🔻
@ipo_mantra @Team_IPOMantra
@ipo_central @ipo_agarwal @UnlistedArena  @financepost_in
@FinancialAdda

#Ipoji #ipo #ZomatoIPO https://t.co/cp4MvYUzTb",[]
515,AlphaAcharya,"Dumb student in pursuit of understanding Mr. Market. Retweets are 'Bookmarks' for myself. ~Stay Hungry, Stay BULLISH~","Delhi, India",183,82,6021,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
516,adityaharite,"Value Investor | Football enthusiast | Voracious Reader | Always in Learning mode |
Opinions and RTs personal","Mumbai, India",561,92,3154,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
517,bharat27455997,,,124,1,91,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
518,AdvaityaC,"Meet me at the top,
The bottom is way too crowded.😉",,204,236,26893,14,"Ofcourse,one needs to know #Zomato's losses jumped from Rs 940Cr in FY19,to Rs 2451Cr in FY20

But what is equally true is the fact that e-tailers&amp;apps like Zomato are valued on the strength of their franchise,rather than profitability ratios

#ZomatoIPO sets the stage for others",['Zomato']
519,Vizagmanuu,I am a student at St. Joseph's College for Women (Autonomous) and Youth leader at homeflic_wegrow.,"Vishakhapatnam, India",26,3,180,2,"I found a late comer like me - "" zomato "" raising IPO when it's already valued at $8 billion dollars. 
#ZomatoIPO #Zomato #zomatoindia",['ZomatoIPO']
520,servizzy,Servizzy is an emerging multi-brand car care service with its service centres spread across the Delhi NCR region.,"Plot no-21, Sec-61,Golf course",13,136,135,0,"World #Emoji Day 🤓

#worldemojiday #happyworldemojiday #topicalspot #relatable #madovermarketing #topicalpost #momentmarketing #socialmedia #TrendingNow #twitter #creativespot #creativepost #servizzycars #carcaretips #carservices #strattonsocial #tropicalmarketing #zomatoipo https://t.co/Co4uMwLUx4","['Emoji', 'worldemojiday', 'happyworldemojiday', 'topicalspot', 'relatable', 'madovermarketing', 'topicalpost', 'momentmarketing', 'socialmedia', 'TrendingNow', 'twitter', 'creativespot', 'creativepost', 'servizzycars', 'carcaretips', 'carservices', 'strattonsocial', 'tropicalmarketing', 'zomatoipo']"
521,keel1616,"Love தமிழ், English Literature, கர்னாடக सङ्गीतम्, Coffee, my twin cats. Allergic to DUMEEL creatures.","Chennai, Tamil Nadu",303,7221,179354,2,"@anuragsingh_as Another equally good analysis of #ZomatoIPO worth reading (not behind paywall) 

https://t.co/KQFgdfaBVp",['ZomatoIPO']
522,SoorajG138,,Vadodara Gujarat India,160,2,48,0,"My prediction : Stock market start falling (crash) from the day of Zomato listing .
#ZomatoIPO #Zomato
 #nifty #niftybank #banknifty #NIFTYFUTURE #stockmarketnews","['ZomatoIPO', 'Zomato', 'nifty', 'niftybank', 'banknifty', 'NIFTYFUTURE', 'stockmarketnews']"
523,vnb1596,Day dreamer and night thinker | Karma Believer | Aspiring Corporate Lawyer | Student Of ICAI | Born Foodie | Human by Heart |,"Jamnagar, India",1664,219,8258,8,Only employees of #Zomato knew the value or they've already got enough of #ESOPs? #ZomatoIPO https://t.co/es8nyAPuo0,"['Zomato', 'ESOPs', 'ZomatoIPO']"
524,y4m1k4,Building https://t.co/CKs0fEWcJ1 - democratizing startup investments. Also building https://t.co/pG3uk3zgTm (women only angel network),Kolkata,814,175,1192,0,"IPO is the new unicorn 🦄

#ZomatoIPO",['ZomatoIPO']
525,amit6060,"Founder & CEO @Dazeinfo. Follow for mind-boggling data, facts and insights of the tech industry. Analyst, speaker, consultant. Tweets represent personal views.","Bangalore, India",3231,3812,85056,0,"Guess who would be the most disappointed today - investors who turned down investment proposal from @zomato during its early days, thinking it’s not a ‘ लम्बी race का घोड़ा’…They failed to understand it is a ‘dark horse’! #ZomatoIPO @deepigoyal @sbikh",['ZomatoIPO']
526,divijrshah,life is a bitch but sometimes it's alright,"Mumbai, India ",112,157,16059,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
527,Sadafsayeed,"Indian,Father, Husband, Son,Brother,CEO of an Org focusing on financial inclusion of masses. Sufi at heart *Tweets/RT are personal,nothing to do with my company",Delhi India,1063,1343,67922,0,#ZomatoIPO over subscribed some 40 times. A look at more large IPOs which got massively oversubscribed. https://t.co/uzTmnMFCCs,['ZomatoIPO']
528,IndiaMerch21,"We provide a platform for users like you to trade personal goods. Hang on, launching soon!",,1,0,17,0,"Paytm Money allows applications before IPO opens, begins with Zomato
#indiamerchandise
#PaytmIPO 
#ZomatoIPO https://t.co/hD0nqjZEbT","['indiamerchandise', 'PaytmIPO', 'ZomatoIPO']"
529,SatishMulay_,,"Pune, India",747,41,1030,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
530,PritiRathiGupta,"Finance, Films, Fintech, Food, Fiery, Feminine,don’t go by the order! #IamSPJIMR #HBS #YPO #AnandRathi #IshkaFilms #Waiting #Karwaan #Lxme",,1002,7107,8282,9,"Much said about #ZomatoIPO 
Decipher this 
Over subscribed 52 times by Institutional investors, 
33 times by HNI’s, 7.5 times by retail investors. 
Undersubscribed by 38% by Employees. 
Data source - @BSEIndia",['ZomatoIPO']
531,HimanshuArora_,Co-Founder https://t.co/vF0vGM0bfb |Gabbar of all the pangass | Bollywood Night Stalker | etc. etc. etc. :),Bangalore,1378,1381,3780,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
532,Lit3UpSketchers,"Finance, Football & Cricket. All views are personal.",India,97,26,7413,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
533,venki085,"Site Reliability, Linux, Batman, Badminton player.",bangalore,100,289,1912,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
534,HiteshGngr18,"🏊🏊People like you makes people like me like people like you.🏊🏊
💰 BFSI + PMS & RE  💼","Gandhinagar, Gujarat, India. ",958,997,178840,1,#ZomatoIPO oversubscribed over 40 times . But the portion reserved for employees subscribed only 60%. Do the employees know something that the market doesn't ?,['ZomatoIPO']
535,surya_gunturu,"I am not sebi registered,, tweets are my opinions,I am  a student, if interested  you can follow me for knowledge,I may be small but you may learn something new",common sense,503,71,1417,5,#ZomatoIPO staff quota not filled 🤔😲,['ZomatoIPO']
536,rohitkaran,Trader,Mumbai,1039,451,8660,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
537,AniketG1879,CA Finalist - 23,India,731,41,101,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
538,SunnyVaish_,"@Organicledger 
@HumanfirstGV","Lucknow, India",629,145,1704,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
539,umi80,"If what you’re doing is not your passion, you have nothing to lose...",Mumbai,200,21,2384,4,"Performance Table of the IPO listed in 2021 as of July 16 

🆁🅴🆃🆆🅴🅴🆃 For Maximum Awareness!!

IPO Gems 🔻
@ipo_mantra @Team_IPOMantra
@ipo_central @ipo_agarwal @UnlistedArena  @financepost_in
@FinancialAdda

#Ipoji #ipo #ZomatoIPO https://t.co/cp4MvYUzTb",[]
540,dhiraj_1_,"Algo Trading 

Twitter is my Notebook...!!!!","Hyderabad, India",650,63,784,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
541,Nifty50trade,"Get Latest Market Trade Updates and #FREE Experts #TradingViews. #nifty50 #stockstotrade #sensex

Tweets or Info. are not trading recommendations.","India, mum",15,1535,8022,0,"IPO Subscription Status  #ZomatoIPO #Zomato #IPOAlert 
https://t.co/lP8U6KCT28  🔥 https://t.co/bpPQpoh92t","['ZomatoIPO', 'Zomato', 'IPOAlert']"
542,Patel_Jynt,"बन मस्त मौला ते लूट नज़ारे ज़िन्दगी दे।
इत्थे टेंशन लेके वड्डे-वड्डे राजे मर गए ने।।",,1043,109,7542,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
543,karanssh,,,618,602,9675,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
544,TALI189,"CS,LLB,Company Law Expert,RTs r not endorsements,do nt support any political party,system improvements r my fav.tweets, keen on promoting all sports,",🇮🇳🇮🇳🇮🇳,5006,1099,171190,8,Only employees of #Zomato knew the value or they've already got enough of #ESOPs? #ZomatoIPO https://t.co/es8nyAPuo0,"['Zomato', 'ESOPs', 'ZomatoIPO']"
545,pritam_aan_milo,"from burman to beatles, from byomkesh to Bond, from baingan to bagel ..the journey continues",,245,64,6521,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
546,iMavvy_,"Entrepreneur ☆ ना किसी से ईर्ष्या, ना किसी से कोई होड़, मेरी अपनी मंजिलें, मेरी अपनी दौड़ ☆ Thankful & Blessed🙏🌠  ☆ Views Personal / RTs, Likes Not Endorsement.",India,1819,1770,6390,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
547,InsidiousMafia_,,,166,179,64369,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
548,abhijit_adkar,"Love Books, Movies and Games || Hate Politics, Religion and Work 😉 || HR || Learning & Development || Views Personal","Mumbai, India",632,399,3409,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
549,laidback1954,IIT Engineer turned Financial Planner. Worked/lived across India .Avoid negativity please. Open to listening to differing views .,"Ahmedabad , India",1460,3458,31355,1,#ZomatoIPO oversubscribed over 40 times . But the portion reserved for employees subscribed only 60%. Do the employees know something that the market doesn't ?,['ZomatoIPO']
550,jonatic27752267,,Home,107,3,436,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
551,ipoji_,❤️ F.R.I.E.N.D.S 💰 IPO Info News Alerts 📈 Investing | Trading | Stock Market 💬 DM for any Query 👇 IPO Ji App | FreeDematAccount | FreeCourses Link,India,1171,3014,1266,4,"Performance Table of the IPO listed in 2021 as of July 16 

🆁🅴🆃🆆🅴🅴🆃 For Maximum Awareness!!

IPO Gems 🔻
@ipo_mantra @Team_IPOMantra
@ipo_central @ipo_agarwal @UnlistedArena  @financepost_in
@FinancialAdda

#Ipoji #ipo #ZomatoIPO https://t.co/cp4MvYUzTb","['Ipoji', 'ipo', 'ZomatoIPO']"
552,SahilSahani_,Full Time Banter. Part Time Ranter. Football and FPL is ❤️. Option Trader. YT : https://t.co/GwPhB7oOSb Spotify: https://t.co/fFD8ladVWW,,143,33,367,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
553,VPKLU,,,50,6,1014,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
554,bhatiahv,,,110,38,15019,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
555,Shubham_itis,😇,India,196,106,2718,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
556,pateldipesh,,,84,199,32285,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
557,Adityathakur151,"Sanatani 🧡 🚩||18 ❤ ||
|| Entrepreneur ✨🔥|| Options trader 👀📊|| Positional Trader 📉 || Investor 🪙🧾|| Disclaimer - I'm not a SEBI registered .",,116,138,1111,0,"#zomatoipo 's RII quota subscribed 7.45X .

Le me - Who applied for IPO to get allotment 🤣 https://t.co/S7cpAINgzQ",['zomatoipo']
558,TheGivingGen,Find a Find,,0,0,3,0,"First post for a first!
IPO for Zomato, India's first startup 🦄 closes with good response.
#invest #investing #investment #stocks #stockMarket #finance #money #givinggen #findafind #Zomato #ZomatoIPO https://t.co/uXj5FqgfAZ","['invest', 'investing', 'investment', 'stocks', 'stockMarket', 'finance', 'money', 'givinggen', 'findafind', 'Zomato', 'ZomatoIPO']"
559,TheLazyFighter,"Lazzyyyyy one....
Don't take me seriously, tweets are for fun and for bottle openers .... cheers 🍻",Wuhan,104,4,674,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
560,amit6060,"Founder & CEO @Dazeinfo. Follow for mind-boggling data, facts and insights of the tech industry. Analyst, speaker, consultant. Tweets represent personal views.","Bangalore, India",3231,3812,85056,0,I failed to understand why people are congratulating @zomato founding team alone for successful IPO? Didn’t half the company was sold after 2 years only to @sbikh and he equally deserves applause to make #ZomatoIPO a huge success?,['ZomatoIPO']
561,GurditKaur2,Hi I'm btech grad is there any way out of this career thanks I'm serious,,106,45,265,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
562,sundarbandar,"Editor- CRA @etprime_com , Then Associate Editor, @bsindia, AJF Fellow 2014, Aspiring Farmer","New Delhi, India",2230,2889,36006,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
563,nimeshkampani,President @ LetsVenture Plus | Venture Partner @ Axis Growth Avenues & N+1 Capital | Angel Investor & Mentor | HBS Alumni & CA | views personal & no endorsement,"Mumbai, India",545,791,2882,1,"#MoneyMoneyMoney | IPO FOMO? What are the things to ask before investing? @SurabhiUpadhyay talks to @nassersalim001 of @_FlexiCapital, Ramesh Mantri of @WhiteOakCap &amp; @nimeshkampani of @letsventurein. #ZomatoIPO

https://t.co/J347XjK4he",['MoneyMoneyMoney']
564,ETRetail,"The Economic Times, The No.1 Business Daily In India - Your most trusted resource to discover all about #India #retail #news and #FDI","New Delhi, India",172,27606,51358,0,More than one million UPI mandates for Zomato IPO #ZomatoIPO #Ipo #NPCI #Mandates #PunjabNationalBank #Upi #UnifiedPaymentsInterface #IpoUpi  https://t.co/Re3BdgPRWQ,"['ZomatoIPO', 'Ipo', 'NPCI', 'Mandates', 'PunjabNationalBank', 'Upi', 'UnifiedPaymentsInterface', 'IpoUpi']"
565,CNBCTV18News,"Follow business news with India's Leading Business News Channel, CNBC-TV18. For more updates, follow @CNBCTV18Live.

Telegram: https://t.co/OggDVMbmdE",,198,946355,213651,1,"#MoneyMoneyMoney | IPO FOMO? What are the things to ask before investing? @SurabhiUpadhyay talks to @nassersalim001 of @_FlexiCapital, Ramesh Mantri of @WhiteOakCap &amp; @nimeshkampani of @letsventurein. #ZomatoIPO

https://t.co/J347XjK4he","['MoneyMoneyMoney', 'ZomatoIPO']"
566,ResearchWright,Data driven robo advisor in the Indian markets,"Mumbai, India",92,2839,629,1,"Big News in the markets this week!

#news #marketnews #indianmarket #stockmarket #zomato #zomatoipo #paytm #infosys #ipo #wipro #mindtree #reliance #justdial","['news', 'marketnews', 'indianmarket', 'stockmarket', 'zomato', 'zomatoipo', 'paytm', 'infosys', 'ipo', 'wipro', 'mindtree', 'reliance', 'justdial']"
567,TheBigBull_,"telegram channel
https://t.co/Tk6uZDgT1T",,1013,211,8906,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
568,kkktwits,"options trader,  Hope for the best, but plan for the worst.",,361,230,13106,0,"#ZomatoIPO At this times of crisis , it is providing mass employment oppurtunity for graduates and undergraduates too more than any tech or manufacturing firms hence support from govts and institutional investors.",['ZomatoIPO']
569,ssambrani,Athlete/Nationalist,"Hyderabad, India",1739,386,37680,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
570,771dheeraj,Trapped!,,496,24,5845,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
571,mohit_tiwari_1,,India ,1279,63,1695,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
572,FinWise3,FinWise | Financial planning made easy. Investments and personal finance don't have to be complicated. Here to simplify personal finance for everyone.,,321,410,3012,0,"Ashneer Grover, the CEO and co-founder of BharatPe, has made a personal application in the #ZomatoIPO of Rs 150 crore.

https://t.co/1AAZxpuU1i",['ZomatoIPO']
573,dhruvjani__,"Flaneur, #LazyInvestor, #MutualFundSahiHai
Sing Bhujiya Lover",India,490,68,3285,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
574,sharatm76,,"Mumbai, India",204,28,2446,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
575,jagankadiri,"*Software Developer
*Influencer
*Invester
*son of an Indian FARMER","Pulivendla, India",115,314,509,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
576,AatmNirbhar_7,"🇮🇳

RT not endorsement",,625,163,30772,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
577,khemka_ankit,"A Chartered Accountant to whom Indian Tax Laws excite no ends, an obvious cricket fan, Believer of Nehruvian Ideology & a Dreamer.","Delhi, India",483,411,3141,0,"Not only did Zomato raise 9k Crores in IPO breaking several IPO records, it also managed to garner 100s of crores worth free advertising with the kind of hype it created across the country! Truly inspiring.
@zomato #ZomatoIPO",['ZomatoIPO']
578,__Nafees__,,visakhapatnam,153,38,218,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
579,Hitesh1123,"Travel|Tech|Books|Music 
Unfunny. Student. Random tweets. Here for fun.
#Minimalism",,1193,574,95240,8,Only employees of #Zomato knew the value or they've already got enough of #ESOPs? #ZomatoIPO https://t.co/es8nyAPuo0,"['Zomato', 'ESOPs', 'ZomatoIPO']"
580,dana5810,,,508,35,7345,1,"#ZomatoIPO subscribed 38x

Every segment oversubscribed except employees at 0.6x

Ghar ki murgi daal barabar 😃",['ZomatoIPO']
581,baabuOP,Humari zindagi ka ekay maksad hai. ITC ko 300 paar pahuchana,,564,4617,11114,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
582,Drrajeshbheda,,,44,52,6554,0,"@NeerajCNBC @CNBC_Awaaz Now all are free to write a thread on this acquisition, now that #ZomatoIPO is out of the way.",['ZomatoIPO']
583,CSRishabhSaxena,Dr. (H.C) | Company Secretary(CS) | #SwiftieForever | Living With A Dream To Meet @msdhoni One Day | Horror Movies Freak | Music Lover | Crazy Gamer |,India,218,454,21489,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
584,SriramSawant,,#PlanetEarth,49,19,2347,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
585,akhilpachori,Chartered Accountant | Certified Ethical Hacker | LL.B | CISA | CFE | PGCCL | FAFD | CCAB | Speaker | Learner | Tech Enthusiast | Cricket Fan | Proud Hindu,India,858,1325,662,0,"#ZomatoIPO final subscription 

Grey market premium 15/- per share https://t.co/di6YZvRV2w https://t.co/FDCE0GfA9S",['ZomatoIPO']
586,anantdamani,,,58,29,242,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
587,threadreaderapp,"I'm a 🤖 to help you read threads more easily. Reply to any tweet of a thread and mention me with the ""unroll"" keyword and I'll give you a link back 😀",Wherever threads are written..,1286,483310,1996818,0,"@golmal101 Hola, here is your unroll: 1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?… https://t.co/QXPfJ4Cn0I Enjoy :) 🤖",['ZomatoIPO']
588,ravipagar,"An ordinary man, Humanist. Tweets are personal, RTs not endorsement.",KA03 & MH15,1945,295,1615,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
589,_vardhman,"Writer।  Psychologist ।
Pink city | घुमक्कड़ |","Jaipur, India",615,150,1122,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
590,Deshbha73257095,🙏Deshbhakt 🙏,,4742,1254,2308,14,"Ofcourse,one needs to know #Zomato's losses jumped from Rs 940Cr in FY19,to Rs 2451Cr in FY20

But what is equally true is the fact that e-tailers&amp;apps like Zomato are valued on the strength of their franchise,rather than profitability ratios

#ZomatoIPO sets the stage for others",['Zomato']
591,theAspIn97,Voracious reading list maker,औरंगाबाद | 福岡市 ❤️,838,28,1206,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
